"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.header","Answer.intent.label","Approve","Reject"
"3W5PY7V3UP8TNIVP0V94DTRQ8U5YJF","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3WETL7AQWT9MM0HACAHMB98VR6A353","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:05:39 PDT 2021","Fri Apr 23 23:05:46 PDT 2021","Mon Apr 26 23:05:46 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Young Democrats To Hold Meeting Protesting HU AC","Neutral"
"3AA88CN98P4OY217IG9GE8R3NJ5YKE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3DR23U6WE5FRH08X2QGGXGI6YYMETW","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:12:19 PDT 2021","Fri Apr 23 23:12:26 PDT 2021","Mon Apr 26 23:12:26 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Newsletter Claims Agency Checks Controversial Profs.","Neutral"
"3AA88CN98P4OY217IG9GE8R3NJ5YKE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3LKC68YZ3A45L8PGR9ONPCJJ6U9OWZ","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:42 PDT 2021","Fri Apr 23 23:20:14 PDT 2021","Mon Apr 26 23:20:14 PDT 2021","","","","752","0% (0/0)","0% (0/0)","0% (0/0)","Newsletter Claims Agency Checks Controversial Profs.","Negative"
"3AA88CN98P4OY217IG9GE8R3NJ5YKE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3R5F3LQFV2L9F3UL2W8UOGD1NWDOZP","AVASQBFN6J692","Submitted","Fri Apr 23 23:08:08 PDT 2021","Fri Apr 23 23:08:15 PDT 2021","Mon Apr 26 23:08:15 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Newsletter Claims Agency Checks Controversial Profs.","Neutral"
"38RHULDV9YGT32GJ3C6GGVRAK7GWI2","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","35GMH2SV3EIB483P69UH36CJZQ4OEJ","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:06:18 PDT 2021","Fri Apr 23 23:06:30 PDT 2021","Mon Apr 26 23:06:30 PDT 2021","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Can Spring Be Far Behind?","Neutral"
"38RHULDV9YGT32GJ3C6GGVRAK7GWI2","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3QL2OFSM96JEPPJZ93O9YTCBO4MNCA","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:01:05 PDT 2021","Fri Apr 23 23:05:27 PDT 2021","Mon Apr 26 23:05:27 PDT 2021","","","","262","0% (0/0)","0% (0/0)","0% (0/0)","Can Spring Be Far Behind?","Neutral"
"38RHULDV9YGT32GJ3C6GGVRAK7GWI2","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3X87C8JFV6CFZ3LNMH6QHSBYFIVQSU","AVASQBFN6J692","Submitted","Fri Apr 23 23:02:53 PDT 2021","Fri Apr 23 23:03:00 PDT 2021","Mon Apr 26 23:03:00 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Can Spring Be Far Behind?","Neutral"
"34R0BODSP10NAEZDBSTG5GG58H65EM","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","317HQ483I7T52S5Z1DKV9WA6196IN7","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:55 PDT 2021","Fri Apr 23 23:04:52 PDT 2021","Mon Apr 26 23:04:52 PDT 2021","","","","237","0% (0/0)","0% (0/0)","0% (0/0)","Science Editor Retracts Foreign Policy Analysis Admits Article On Forward Strategy Contained Erroneous Interpretations","Negative"
"34R0BODSP10NAEZDBSTG5GG58H65EM","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","35BLDD71I6Y45N3I38U8J879JPAVZY","AVASQBFN6J692","Submitted","Fri Apr 23 23:06:45 PDT 2021","Fri Apr 23 23:06:51 PDT 2021","Mon Apr 26 23:06:51 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Science Editor Retracts Foreign Policy Analysis Admits Article On Forward Strategy Contained Erroneous Interpretations","Negative"
"34R0BODSP10NAEZDBSTG5GG58H65EM","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3OS4RQUCR9GJRSECXF91F4XK4S1BFL","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:08:45 PDT 2021","Fri Apr 23 23:08:51 PDT 2021","Mon Apr 26 23:08:51 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Science Editor Retracts Foreign Policy Analysis Admits Article On Forward Strategy Contained Erroneous Interpretations","Negative"
"3MJ28H2Y1E99M5C256WCASAJCJBO58","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3UJ1CZ6IZHQQ6H2P2PINJHG7JM95SX","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:06:53 PDT 2021","Fri Apr 23 23:07:43 PDT 2021","Mon Apr 26 23:07:43 PDT 2021","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","Granahan Loses Congress Seat In Re-Districting","Negative"
"3MJ28H2Y1E99M5C256WCASAJCJBO58","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3X1FV8S5JXS4E68DDG6JY1R38ZGVG9","AVASQBFN6J692","Submitted","Fri Apr 23 23:03:51 PDT 2021","Fri Apr 23 23:03:59 PDT 2021","Mon Apr 26 23:03:59 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Granahan Loses Congress Seat In Re-Districting","Negative"
"3MJ28H2Y1E99M5C256WCASAJCJBO58","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3Z3ZLGNNSIVBFM08W25P9K3MN2X3QG","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:08:38 PDT 2021","Fri Apr 23 23:08:45 PDT 2021","Mon Apr 26 23:08:45 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Granahan Loses Congress Seat In Re-Districting","Negative"
"3EKTG13IZU4ZORUBKDX6ZDHB39WLME","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","37Z929RLG99SRJDF3L0LMXMLZPUSTA","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:53 PDT 2021","Fri Apr 23 23:04:44 PDT 2021","Mon Apr 26 23:04:44 PDT 2021","","","","231","0% (0/0)","0% (0/0)","0% (0/0)","I-F Council Threatens To Boycott Yearbook","Negative"
"3EKTG13IZU4ZORUBKDX6ZDHB39WLME","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3AZHRG4CU4LNRTV9F4BAUEC4AYZ30I","AVASQBFN6J692","Submitted","Fri Apr 23 23:04:54 PDT 2021","Fri Apr 23 23:04:59 PDT 2021","Mon Apr 26 23:04:59 PDT 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","I-F Council Threatens To Boycott Yearbook","Negative"
"3EKTG13IZU4ZORUBKDX6ZDHB39WLME","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3NKQQ8O39Y61P79M60V6WUMNH0RDUS","A12HSEVJPQODFW","Submitted","Fri Apr 23 23:03:35 PDT 2021","Fri Apr 23 23:03:45 PDT 2021","Mon Apr 26 23:03:45 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","I-F Council Threatens To Boycott Yearbook","Neutral"
"3566S7OX5DK3DHJKNXDYWGB7AEX17E","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","34FNN24DCMAN23EY1VAC13480755YB","AVASQBFN6J692","Submitted","Fri Apr 23 23:07:20 PDT 2021","Fri Apr 23 23:07:27 PDT 2021","Mon Apr 26 23:07:27 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","C.A. Forum Finds Married Life Hurl By Premarital Sex","Negative"
"3566S7OX5DK3DHJKNXDYWGB7AEX17E","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","34J10VATJFZQ5PIRH5CCDQ5B6KTQI2","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:02:10 PDT 2021","Fri Apr 23 23:06:18 PDT 2021","Mon Apr 26 23:06:18 PDT 2021","","","","248","0% (0/0)","0% (0/0)","0% (0/0)","C.A. Forum Finds Married Life Hurl By Premarital Sex","Neutral"
"3566S7OX5DK3DHJKNXDYWGB7AEX17E","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3VP0C6EFSGXJRQPYNBW6ZEV1NS1M6H","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:00 PDT 2021","Fri Apr 23 23:10:11 PDT 2021","Mon Apr 26 23:10:11 PDT 2021","","","","191","0% (0/0)","0% (0/0)","0% (0/0)","C.A. Forum Finds Married Life Hurl By Premarital Sex","Neutral"
"3MA5N0ATTCCK9X673FRSTB6NCB5WKD","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","32XVDSJFPZYV9P6X09K391EP7NZM20","AVASQBFN6J692","Submitted","Fri Apr 23 23:06:51 PDT 2021","Fri Apr 23 23:06:57 PDT 2021","Mon Apr 26 23:06:57 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Four Japanese Students Discuss Development Of Peace Movements","Neutral"
"3MA5N0ATTCCK9X673FRSTB6NCB5WKD","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3UN61F00HWQE522CN0IIT7BBXKQ5R9","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:06:47 PDT 2021","Fri Apr 23 23:06:52 PDT 2021","Mon Apr 26 23:06:52 PDT 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","Four Japanese Students Discuss Development Of Peace Movements","Positive"
"3MA5N0ATTCCK9X673FRSTB6NCB5WKD","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3X0H8UUIT1PKJ0H9YQ5W9HTK3JCSW0","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:01:03 PDT 2021","Fri Apr 23 23:05:21 PDT 2021","Mon Apr 26 23:05:21 PDT 2021","","","","258","0% (0/0)","0% (0/0)","0% (0/0)","Four Japanese Students Discuss Development Of Peace Movements","Positive"
"3BJKPTD2QCDE4KF8YUVE73L239HTRD","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","30LSNF239UW9D6G6FUMBH878QEG2I1","A2M4O8KQW0H7HV","Submitted","Fri Apr 23 23:14:44 PDT 2021","Fri Apr 23 23:15:07 PDT 2021","Mon Apr 26 23:15:07 PDT 2021","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","Hockey Club Or The Problem Of Coach Cleveland","Neutral"
"3BJKPTD2QCDE4KF8YUVE73L239HTRD","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3BC8WZX3V3X3AP0AK7VLW8G7P2ERR8","AVASQBFN6J692","Submitted","Fri Apr 23 23:07:58 PDT 2021","Fri Apr 23 23:08:08 PDT 2021","Mon Apr 26 23:08:08 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Hockey Club Or The Problem Of Coach Cleveland","Negative"
"3BJKPTD2QCDE4KF8YUVE73L239HTRD","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3GDTJDAPVUC6V48MGQT4JSRSTNS8MQ","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:35 PDT 2021","Fri Apr 23 23:18:46 PDT 2021","Mon Apr 26 23:18:46 PDT 2021","","","","671","0% (0/0)","0% (0/0)","0% (0/0)","Hockey Club Or The Problem Of Coach Cleveland","Negative"
"3P6ENY9P79XB6CLU8DKGFSHN5J3IHO","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3B4YI393V9XRCJ00ELVVCSQZX6GSSL","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:42 PDT 2021","Fri Apr 23 23:03:46 PDT 2021","Mon Apr 26 23:03:46 PDT 2021","","","","184","0% (0/0)","0% (0/0)","0% (0/0)","Two Penn Squads Compete Overseas","Positive"
"3P6ENY9P79XB6CLU8DKGFSHN5J3IHO","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3TMFV4NEP8F20G20KSZRSQTJRP68WH","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:08:17 PDT 2021","Fri Apr 23 23:08:38 PDT 2021","Mon Apr 26 23:08:38 PDT 2021","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","Two Penn Squads Compete Overseas","Positive"
"3P6ENY9P79XB6CLU8DKGFSHN5J3IHO","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3VSOLARPKBA5NNJMF0U3NPDXD2T39U","AVASQBFN6J692","Submitted","Fri Apr 23 23:06:16 PDT 2021","Fri Apr 23 23:06:22 PDT 2021","Mon Apr 26 23:06:22 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Two Penn Squads Compete Overseas","Neutral"
"3SD15I2WD2VGJKJURRMPEVQ8DNR369","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3D8YOU6S9EL24YU7WDNSQOCV0E56UU","A3J5PR4E2PM8PW","Submitted","Fri Apr 23 23:11:25 PDT 2021","Fri Apr 23 23:14:48 PDT 2021","Mon Apr 26 23:14:48 PDT 2021","","","","203","0% (0/0)","0% (0/0)","0% (0/0)","Fairleigh Dickinson Suspends Lecture By Communist Hall","Positive"
"3SD15I2WD2VGJKJURRMPEVQ8DNR369","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3JRJSWSMQHMMIJA3NBAPF3E84Z93E4","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:06:52 PDT 2021","Fri Apr 23 23:07:37 PDT 2021","Mon Apr 26 23:07:37 PDT 2021","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","Fairleigh Dickinson Suspends Lecture By Communist Hall","Negative"
"3SD15I2WD2VGJKJURRMPEVQ8DNR369","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3OXV7EAXLERI54HOHTRR3FMVN1L63M","AVASQBFN6J692","Submitted","Fri Apr 23 23:07:34 PDT 2021","Fri Apr 23 23:07:41 PDT 2021","Mon Apr 26 23:07:41 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Fairleigh Dickinson Suspends Lecture By Communist Hall","Negative"
"3OPLMF3EU5O569FBWEC6CS6B8Z6LNE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","337RC3OW053K0YMEO73ZBTWB4G2VLF","AVASQBFN6J692","Submitted","Fri Apr 23 23:04:31 PDT 2021","Fri Apr 23 23:04:38 PDT 2021","Mon Apr 26 23:04:38 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","News Analyst Advocates U.S. Invade Cuba","Negative"
"3OPLMF3EU5O569FBWEC6CS6B8Z6LNE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","34YB12FSQYPLOJE4ZO5SB58QH64GMD","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:06:12 PDT 2021","Fri Apr 23 23:06:17 PDT 2021","Mon Apr 26 23:06:17 PDT 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","News Analyst Advocates U.S. Invade Cuba","Negative"
"3OPLMF3EU5O569FBWEC6CS6B8Z6LNE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3X87C8JFV6CFZ3LNMH6QHSBYFIVSQW","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:38 PDT 2021","Fri Apr 23 23:03:31 PDT 2021","Mon Apr 26 23:03:31 PDT 2021","","","","173","0% (0/0)","0% (0/0)","0% (0/0)","News Analyst Advocates U.S. Invade Cuba","Negative"
"3MNJFORX8B5FGSZ963DMNY15KIL5F4","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","384PI804XS2RBAGO5JCB2MKG2EY0S7","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:39 PDT 2021","Fri Apr 23 23:19:40 PDT 2021","Mon Apr 26 23:19:40 PDT 2021","","","","721","0% (0/0)","0% (0/0)","0% (0/0)","Fraternity Bids Show Decline; 500 Take Pins","Neutral"
