"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.header","Answer.intent.label","Approve","Reject"
"3MNJFORX8B5FGSZ963DMNY15KIL5F4","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3K5TEWLKGVCIAXE8346MJD4JNC8VI1","AVASQBFN6J692","Submitted","Fri Apr 23 23:03:59 PDT 2021","Fri Apr 23 23:04:07 PDT 2021","Mon Apr 26 23:04:07 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Fraternity Bids Show Decline; 500 Take Pins","Negative"
"3MNJFORX8B5FGSZ963DMNY15KIL5F4","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:38 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:38 PDT 2021","","","3O6CYIULED20YD9DNV0WOIB8OGXWUK","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:11:58 PDT 2021","Fri Apr 23 23:12:03 PDT 2021","Mon Apr 26 23:12:03 PDT 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","Fraternity Bids Show Decline; 500 Take Pins","Negative"
"3T6SSHJUZFBB27WEEV21F4I25WIIIH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3OE22WJIGIPVEGDRBM1QWTTM0FGQUA","A12HSEVJPQODFW","Submitted","Fri Apr 23 23:03:19 PDT 2021","Fri Apr 23 23:03:35 PDT 2021","Mon Apr 26 23:03:35 PDT 2021","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Old Lea Library Stacks Unused; 18 Thousand Square Feet Vacant","Positive"
"3T6SSHJUZFBB27WEEV21F4I25WIIIH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3S3AMIZX3U653DSMK9A62O0HA0KDCI","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:57 PDT 2021","Fri Apr 23 23:05:02 PDT 2021","Mon Apr 26 23:05:02 PDT 2021","","","","245","0% (0/0)","0% (0/0)","0% (0/0)","Old Lea Library Stacks Unused; 18 Thousand Square Feet Vacant","Negative"
"3T6SSHJUZFBB27WEEV21F4I25WIIIH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3XC1O3LBOSN5N6IPJC3KAB8Q7VMLTP","AVASQBFN6J692","Submitted","Fri Apr 23 23:05:27 PDT 2021","Fri Apr 23 23:05:35 PDT 2021","Mon Apr 26 23:05:35 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Old Lea Library Stacks Unused; 18 Thousand Square Feet Vacant","Neutral"
"3I6NF2WGIGXLUSV4HNJ45J1HLXL5G3","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","39KFRKBFINW9ADKG6A6BA94ZH29OYY","AVASQBFN6J692","Submitted","Fri Apr 23 23:07:50 PDT 2021","Fri Apr 23 23:07:58 PDT 2021","Mon Apr 26 23:07:58 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Last Fling? The Short, Happy Life Of Skimmer Weekend","Neutral"
"3I6NF2WGIGXLUSV4HNJ45J1HLXL5G3","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3GNA64GUZE5ET1NCALTIOH161YO5Q8","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:06:30 PDT 2021","Fri Apr 23 23:06:36 PDT 2021","Mon Apr 26 23:06:36 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Last Fling? The Short, Happy Life Of Skimmer Weekend","Positive"
"3I6NF2WGIGXLUSV4HNJ45J1HLXL5G3","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3IGI0VL647LFYEG2Z8X0TT6SDI5ON8","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:06:56 PDT 2021","Fri Apr 23 23:08:05 PDT 2021","Mon Apr 26 23:08:05 PDT 2021","","","","69","0% (0/0)","0% (0/0)","0% (0/0)","Last Fling? The Short, Happy Life Of Skimmer Weekend","Positive"
"37SDSEDIN937DVO3X254AG72LY3181","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","323Q6SJS8IHTI5HYX7JX1F0IZ55FH4","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:32 PDT 2021","Fri Apr 23 23:01:57 PDT 2021","Mon Apr 26 23:01:57 PDT 2021","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","Phillips Fights Party Boss; Promises Clean Government' A.D.A. Head Opposes Tate In Primary; Says Corruption Begins In City Hall Phillips Cites Party Reorganization As Means For Ending Green's Power","Negative"
"37SDSEDIN937DVO3X254AG72LY3181","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3TY7ZAOG5FLTNR3G0A39B0T6LKL0KQ","AVASQBFN6J692","Submitted","Fri Apr 23 23:06:58 PDT 2021","Fri Apr 23 23:07:05 PDT 2021","Mon Apr 26 23:07:05 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Phillips Fights Party Boss; Promises Clean Government' A.D.A. Head Opposes Tate In Primary; Says Corruption Begins In City Hall Phillips Cites Party Reorganization As Means For Ending Green's Power","Negative"
"37SDSEDIN937DVO3X254AG72LY3181","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3X3OR7WPZZ1MPMQ1GESPJFC3TI28LO","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:29 PDT 2021","Fri Apr 23 23:18:05 PDT 2021","Mon Apr 26 23:18:05 PDT 2021","","","","636","0% (0/0)","0% (0/0)","0% (0/0)","Phillips Fights Party Boss; Promises Clean Government' A.D.A. Head Opposes Tate In Primary; Says Corruption Begins In City Hall Phillips Cites Party Reorganization As Means For Ending Green's Power","Positive"
"3BFNCI9LYKRZNKXZA1RHK9Q48YB378","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3BF51CHDTVB2L128UP0CY8DET3HH03","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:12:11 PDT 2021","Fri Apr 23 23:12:19 PDT 2021","Mon Apr 26 23:12:19 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","NAACP Pres. Cecil Moore Says McDermott Unconcerned About Rights, Praises Tate","Positive"
"3BFNCI9LYKRZNKXZA1RHK9Q48YB378","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3G5W44VEU7JQYVE1ECSCWSGMS19GK8","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:06:06 PDT 2021","Fri Apr 23 23:06:12 PDT 2021","Mon Apr 26 23:06:12 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","NAACP Pres. Cecil Moore Says McDermott Unconcerned About Rights, Praises Tate","Negative"
"3BFNCI9LYKRZNKXZA1RHK9Q48YB378","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3JV9LGBJWTF9OMZGC4K539XVC6JOG0","AVASQBFN6J692","Submitted","Fri Apr 23 23:06:22 PDT 2021","Fri Apr 23 23:06:30 PDT 2021","Mon Apr 26 23:06:30 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","NAACP Pres. Cecil Moore Says McDermott Unconcerned About Rights, Praises Tate","Positive"
"3ZQX1VYFTD6S9NV4343FMCKAE9CO8A","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3R2PKQ87NW9ZKAKZPC5VWHL6WJWIM7","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:52 PDT 2021","Fri Apr 23 23:04:37 PDT 2021","Mon Apr 26 23:04:37 PDT 2021","","","","225","0% (0/0)","0% (0/0)","0% (0/0)","Prof. Decries Co-ed Football As Atavistic","Neutral"
"3ZQX1VYFTD6S9NV4343FMCKAE9CO8A","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3RANCT1ZVFI8AAB2S44014YNEFFUB2","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:08:51 PDT 2021","Fri Apr 23 23:08:57 PDT 2021","Mon Apr 26 23:08:57 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Prof. Decries Co-ed Football As Atavistic","Neutral"
"3ZQX1VYFTD6S9NV4343FMCKAE9CO8A","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3VNL7UK1XFKJNE8TX10MFY36AZ0TFS","AVASQBFN6J692","Submitted","Fri Apr 23 23:03:35 PDT 2021","Fri Apr 23 23:03:43 PDT 2021","Mon Apr 26 23:03:43 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Prof. Decries Co-ed Football As Atavistic","Neutral"
"3TZDZ3Y0JS77R07D2UBIAC2D54L19Q","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3483FV8BEEKTKML5DTDMK5H3HNL62B","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:33 PDT 2021","Fri Apr 23 23:18:34 PDT 2021","Mon Apr 26 23:18:34 PDT 2021","","","","661","0% (0/0)","0% (0/0)","0% (0/0)","Yale To Ignore Grades As Standard For Aid","Neutral"
"3TZDZ3Y0JS77R07D2UBIAC2D54L19Q","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","39JEC7537U2RXUS8BUA08A6OA7OVCZ","A12HSEVJPQODFW","Submitted","Fri Apr 23 23:03:04 PDT 2021","Fri Apr 23 23:03:19 PDT 2021","Mon Apr 26 23:03:19 PDT 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Yale To Ignore Grades As Standard For Aid","Negative"
"3TZDZ3Y0JS77R07D2UBIAC2D54L19Q","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3UN61F00HWQE522CN0IIT7BBXKPR5U","AVASQBFN6J692","Submitted","Fri Apr 23 23:05:00 PDT 2021","Fri Apr 23 23:05:06 PDT 2021","Mon Apr 26 23:05:06 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Yale To Ignore Grades As Standard For Aid","Negative"
"3RTFSSG7T87VT3OPOF3T8BJ21BAWLG","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3H7Z272LX787VEPI2VU0517TIS1LPK","AVASQBFN6J692","Submitted","Fri Apr 23 23:04:38 PDT 2021","Fri Apr 23 23:04:44 PDT 2021","Mon Apr 26 23:04:44 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","College Senior Kills Himself","Negative"
"3RTFSSG7T87VT3OPOF3T8BJ21BAWLG","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3OUYGIZWR7ZUYI0WD28H7HF5FUR0PR","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:31 PDT 2021","Fri Apr 23 23:18:22 PDT 2021","Mon Apr 26 23:18:22 PDT 2021","","","","651","0% (0/0)","0% (0/0)","0% (0/0)","College Senior Kills Himself","Negative"
"3RTFSSG7T87VT3OPOF3T8BJ21BAWLG","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3TPWUS5F8924CJSD14FWUCP2HGQWCA","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:08:18 PDT 2021","Fri Apr 23 23:08:24 PDT 2021","Mon Apr 26 23:08:24 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","College Senior Kills Himself","Negative"
"3FTID4TN8LZZI8JP3GLHT84ICJAYLH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3ERMJ6L4DYT2VQ336L1Y5SVXI3LM7G","AVASQBFN6J692","Submitted","Fri Apr 23 23:07:05 PDT 2021","Fri Apr 23 23:07:12 PDT 2021","Mon Apr 26 23:07:12 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Five Student Parkers Disciplined; Comm-To Investigate Further; Squad Reorganization Asked","Neutral"
"3FTID4TN8LZZI8JP3GLHT84ICJAYLH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3F6HPJW4JD1RE10B4BQQIZGG5PDW21","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:40 PDT 2021","Fri Apr 23 23:20:01 PDT 2021","Mon Apr 26 23:20:01 PDT 2021","","","","741","0% (0/0)","0% (0/0)","0% (0/0)","Five Student Parkers Disciplined; Comm-To Investigate Further; Squad Reorganization Asked","Negative"
"3FTID4TN8LZZI8JP3GLHT84ICJAYLH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3ZAK8W07I4F7QN8SUO7BHN24NBIU0G","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:06:54 PDT 2021","Fri Apr 23 23:07:50 PDT 2021","Mon Apr 26 23:07:50 PDT 2021","","","","56","0% (0/0)","0% (0/0)","0% (0/0)","Five Student Parkers Disciplined; Comm-To Investigate Further; Squad Reorganization Asked","Negative"
"3D1UCPY6GGA3NY2IK6JNY9MZJIH38V","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","340UGXU9DY2NJO98XLV02GSUH7VUV8","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:25 PDT 2021","Fri Apr 23 23:01:05 PDT 2021","Mon Apr 26 23:01:05 PDT 2021","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","Brenton Resigns MSG Post Over Defeat Of Resolution","Negative"
"3D1UCPY6GGA3NY2IK6JNY9MZJIH38V","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3KOPY89HM83UTZWV1CLGCJR0974J34","AVASQBFN6J692","Submitted","Fri Apr 23 23:02:24 PDT 2021","Fri Apr 23 23:02:32 PDT 2021","Mon Apr 26 23:02:32 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Brenton Resigns MSG Post Over Defeat Of Resolution","Positive"
"3D1UCPY6GGA3NY2IK6JNY9MZJIH38V","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3TU5ZICBRD2XGJ6E8J0L01BX3OP8QD","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:39 PDT 2021","Fri Apr 23 23:19:46 PDT 2021","Mon Apr 26 23:19:46 PDT 2021","","","","727","0% (0/0)","0% (0/0)","0% (0/0)","Brenton Resigns MSG Post Over Defeat Of Resolution","Negative"
"3LXX8KJXPWASNSEE8W9TM8FLYFUO9Z","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","351SEKWQS0IICZ4DXY4K5K5T4EODM0","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:02:50 PDT 2021","Fri Apr 23 23:06:35 PDT 2021","Mon Apr 26 23:06:35 PDT 2021","","","","225","0% (0/0)","0% (0/0)","0% (0/0)","Protests Grow As Soviets Attack Jews","Negative"
"3LXX8KJXPWASNSEE8W9TM8FLYFUO9Z","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3K2755HG5S4C6PCWBB07AULK7DCDFT","A12HSEVJPQODFW","Submitted","Fri Apr 23 23:01:33 PDT 2021","Fri Apr 23 23:02:01 PDT 2021","Mon Apr 26 23:02:01 PDT 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","Protests Grow As Soviets Attack Jews","Positive"
"3LXX8KJXPWASNSEE8W9TM8FLYFUO9Z","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3VJ40NV2QIODTRLMW4JC2SCK20ROT9","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:34 PDT 2021","Fri Apr 23 23:18:39 PDT 2021","Mon Apr 26 23:18:39 PDT 2021","","","","665","0% (0/0)","0% (0/0)","0% (0/0)","Protests Grow As Soviets Attack Jews","Negative"
"3Z8UJEJOCZE313LSPYP1Y5HA3OZ39K","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","32UTUBMZ7GX8NP02XUE5XQ06SMOVBS","AVASQBFN6J692","Submitted","Fri Apr 23 23:03:01 PDT 2021","Fri Apr 23 23:03:09 PDT 2021","Mon Apr 26 23:03:09 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Christian Association Members Participate In Alabama Protest","Neutral"
"3Z8UJEJOCZE313LSPYP1Y5HA3OZ39K","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","36H9ULYP62VP9BCOL7MIDSGXCX9FJ9","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:44 PDT 2021","Fri Apr 23 23:03:56 PDT 2021","Mon Apr 26 23:03:56 PDT 2021","","","","192","0% (0/0)","0% (0/0)","0% (0/0)","Christian Association Members Participate In Alabama Protest","Positive"
