"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.header","Answer.intent.label","Approve","Reject"
"3Z8UJEJOCZE313LSPYP1Y5HA3OZ39K","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3WOKGM4L71HCDIOVY2V2IHAF5PV0OA","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:30 PDT 2021","Fri Apr 23 23:18:11 PDT 2021","Mon Apr 26 23:18:11 PDT 2021","","","","641","0% (0/0)","0% (0/0)","0% (0/0)","Christian Association Members Participate In Alabama Protest","Neutral"
"37AQKJ12TXPRKZS02J097IMKRUETTQ","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","31QTRG6Q2TERVDWHLAJQZ99PR75PYG","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:48 PDT 2021","Fri Apr 23 23:04:10 PDT 2021","Mon Apr 26 23:04:10 PDT 2021","","","","202","0% (0/0)","0% (0/0)","0% (0/0)","Thirty New Buildings To Rise $93 Million Development Program Unveiled","Positive"
"37AQKJ12TXPRKZS02J097IMKRUETTQ","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3HVVDCPGTETPN5PO2RSA4JAMGAQYTU","AVASQBFN6J692","Submitted","Fri Apr 23 23:06:01 PDT 2021","Fri Apr 23 23:06:08 PDT 2021","Mon Apr 26 23:06:08 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Thirty New Buildings To Rise $93 Million Development Program Unveiled","Positive"
"37AQKJ12TXPRKZS02J097IMKRUETTQ","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3MB8LZR5BFU6KNS2P3PS9KLUOIVKLI","A12HSEVJPQODFW","Submitted","Fri Apr 23 23:01:08 PDT 2021","Fri Apr 23 23:01:32 PDT 2021","Mon Apr 26 23:01:32 PDT 2021","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","Thirty New Buildings To Rise $93 Million Development Program Unveiled","Negative"
"3THR0FZ95PUNOUFNXTCJRH6GY9BLOT","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","36ZN444YTRZNKD5B2SK8OLABRJBIOM","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:59 PDT 2021","Fri Apr 23 23:05:08 PDT 2021","Mon Apr 26 23:05:08 PDT 2021","","","","249","0% (0/0)","0% (0/0)","0% (0/0)","Wells Praises American Role in Domingo Affair","Positive"
"3THR0FZ95PUNOUFNXTCJRH6GY9BLOT","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3CTOC39K37RCUIXI3OO6P03GE9QJ79","AVASQBFN6J692","Submitted","Fri Apr 23 23:02:42 PDT 2021","Fri Apr 23 23:02:52 PDT 2021","Mon Apr 26 23:02:52 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Wells Praises American Role in Domingo Affair","Positive"
"3THR0FZ95PUNOUFNXTCJRH6GY9BLOT","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3VAR3R6G1P2UV7TYT68HBWGXON78O5","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:38 PDT 2021","Fri Apr 23 23:19:05 PDT 2021","Mon Apr 26 23:19:05 PDT 2021","","","","687","0% (0/0)","0% (0/0)","0% (0/0)","Wells Praises American Role in Domingo Affair","Positive"
"31YWE12TE0DB3I4DUQY5RPF8FTC7XC","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","324G5B4FB395SCWWHGE07VOKF0L07K","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:05:29 PDT 2021","Fri Apr 23 23:05:38 PDT 2021","Mon Apr 26 23:05:38 PDT 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Faculty Members Clash on ICR Gas and Germ Warfare Research Administration Officials Meet Today To Prepare Clarifying Statement","Neutral"
"31YWE12TE0DB3I4DUQY5RPF8FTC7XC","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3NPI0JQDAO6VERXNB4WRRSHAC5NTPV","AVASQBFN6J692","Submitted","Fri Apr 23 23:05:06 PDT 2021","Fri Apr 23 23:05:12 PDT 2021","Mon Apr 26 23:05:12 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Faculty Members Clash on ICR Gas and Germ Warfare Research Administration Officials Meet Today To Prepare Clarifying Statement","Negative"
"31YWE12TE0DB3I4DUQY5RPF8FTC7XC","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:39 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:39 PDT 2021","","","3UWN2HHPUY6UW68V6PE9DYGTA78SN9","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:33 PDT 2021","Fri Apr 23 23:02:09 PDT 2021","Mon Apr 26 23:02:09 PDT 2021","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","Faculty Members Clash on ICR Gas and Germ Warfare Research Administration Officials Meet Today To Prepare Clarifying Statement","Negative"
"3Y3N5A7N4GAJOQ1A3SMWTLJ7CO0YMJ","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3BF51CHDTVB2L128UP0CY8DET3H0HM","AVASQBFN6J692","Submitted","Fri Apr 23 23:06:30 PDT 2021","Fri Apr 23 23:06:37 PDT 2021","Mon Apr 26 23:06:37 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","University Silent on Campus Guards; Locust Walk Fight Injures Student Phi Kap Brother Injures Eye","Negative"
"3Y3N5A7N4GAJOQ1A3SMWTLJ7CO0YMJ","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3C6FJU71TQU4NI4D2WIK9FWOZOXUYH","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:37 PDT 2021","Fri Apr 23 23:03:01 PDT 2021","Mon Apr 26 23:03:01 PDT 2021","","","","144","0% (0/0)","0% (0/0)","0% (0/0)","University Silent on Campus Guards; Locust Walk Fight Injures Student Phi Kap Brother Injures Eye","Negative"
"3Y3N5A7N4GAJOQ1A3SMWTLJ7CO0YMJ","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3DY4FPOOA1PV3WHRTR0VX55AA8RVR5","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:05:53 PDT 2021","Fri Apr 23 23:05:59 PDT 2021","Mon Apr 26 23:05:59 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","University Silent on Campus Guards; Locust Walk Fight Injures Student Phi Kap Brother Injures Eye","Negative"
"32LAQ1JNT9Q6KC7P2OQJCE8MA8LTUH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","30OG32W0SUCTMN3D5UU4OHCE9GZNE3","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:01:57 PDT 2021","Fri Apr 23 23:06:07 PDT 2021","Mon Apr 26 23:06:07 PDT 2021","","","","250","0% (0/0)","0% (0/0)","0% (0/0)","Harnwell Says Views On Research Projects Do Not Change Policy","Neutral"
"32LAQ1JNT9Q6KC7P2OQJCE8MA8LTUH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","34S9DKFK73QRSSK45V6YVK4URS4YNT","AVASQBFN6J692","Submitted","Fri Apr 23 23:05:12 PDT 2021","Fri Apr 23 23:05:19 PDT 2021","Mon Apr 26 23:05:19 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Harnwell Says Views On Research Projects Do Not Change Policy","Neutral"
"32LAQ1JNT9Q6KC7P2OQJCE8MA8LTUH","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3XCC1ODXDLC3YOLA7S6LRI62TGCRQ7","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:28 PDT 2021","Fri Apr 23 23:10:23 PDT 2021","Mon Apr 26 23:10:23 PDT 2021","","","","175","0% (0/0)","0% (0/0)","0% (0/0)","Harnwell Says Views On Research Projects Do Not Change Policy","Positive"
"3D5G8J4N5A56XRWP7E0O80A5OFUTV6","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3FIJLY1B6U5LVMFMGKR2AO29LWFFP9","AVASQBFN6J692","Submitted","Fri Apr 23 23:01:59 PDT 2021","Fri Apr 23 23:02:10 PDT 2021","Mon Apr 26 23:02:10 PDT 2021","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","Vulturous' Lobbying Blasted by Simpson","Negative"
"3D5G8J4N5A56XRWP7E0O80A5OFUTV6","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3FPRZHYEPY83KUWPI1ZZF72U4UBV31","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:01:30 PDT 2021","Fri Apr 23 23:05:54 PDT 2021","Mon Apr 26 23:05:54 PDT 2021","","","","264","0% (0/0)","0% (0/0)","0% (0/0)","Vulturous' Lobbying Blasted by Simpson","Negative"
"3D5G8J4N5A56XRWP7E0O80A5OFUTV6","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3QUO65DNQUPST40BW99M7OYMLEYOU0","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:36 PDT 2021","Fri Apr 23 23:18:53 PDT 2021","Mon Apr 26 23:18:53 PDT 2021","","","","677","0% (0/0)","0% (0/0)","0% (0/0)","Vulturous' Lobbying Blasted by Simpson","Negative"
"37PGLWGSJT7282M2EYNDSKXFX07IKS","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","388U7OUMF72FAVGBQUC6CCFKGCF0RJ","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:37 PDT 2021","Fri Apr 23 23:18:59 PDT 2021","Mon Apr 26 23:18:59 PDT 2021","","","","682","0% (0/0)","0% (0/0)","0% (0/0)","ICR Opponents Dispute Harnwell As Societies Plan Rights Meeting Will Picket Sat. At Founder's Day","Neutral"
"37PGLWGSJT7282M2EYNDSKXFX07IKS","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3KAKFY4PGU3YYOCPJU0G0IC0WSG3ID","AVASQBFN6J692","Submitted","Fri Apr 23 23:07:27 PDT 2021","Fri Apr 23 23:07:34 PDT 2021","Mon Apr 26 23:07:34 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","ICR Opponents Dispute Harnwell As Societies Plan Rights Meeting Will Picket Sat. At Founder's Day","Neutral"
"37PGLWGSJT7282M2EYNDSKXFX07IKS","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3WRFBPLXRAPQCPNGGAD85Q8HIR9N3C","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:03 PDT 2021","Fri Apr 23 23:00:52 PDT 2021","Mon Apr 26 23:00:52 PDT 2021","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","ICR Opponents Dispute Harnwell As Societies Plan Rights Meeting Will Picket Sat. At Founder's Day","Negative"
"3SX4X51T80A6SBOJ02NTI3Q54XCOAE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","35LDD5557A5QQ5ANPFQ79X0JONLKMK","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:00:29 PDT 2021","Fri Apr 23 23:01:29 PDT 2021","Mon Apr 26 23:01:29 PDT 2021","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","Coed Provisional Council Formed After Senatorial Bill Is Rescinded","Neutral"
"3SX4X51T80A6SBOJ02NTI3Q54XCOAE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3EO896NRAWWZSGUPGRR7UWVY36HTJV","AVASQBFN6J692","Submitted","Fri Apr 23 23:04:08 PDT 2021","Fri Apr 23 23:04:16 PDT 2021","Mon Apr 26 23:04:16 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Coed Provisional Council Formed After Senatorial Bill Is Rescinded","Negative"
"3SX4X51T80A6SBOJ02NTI3Q54XCOAE","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3M0NZ3JDP1ZN7TO3XHCVFADA6195Z2","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:07:25 PDT 2021","Fri Apr 23 23:10:16 PDT 2021","Mon Apr 26 23:10:16 PDT 2021","","","","171","0% (0/0)","0% (0/0)","0% (0/0)","Coed Provisional Council Formed After Senatorial Bill Is Rescinded","Negative"
"3S4TINXCC0OBBLTB6GNPDEABMFXOB9","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3DOCMVPBTNFXGTGQYTXNE46NN80NNS","A12HSEVJPQODFW","Submitted","Fri Apr 23 23:02:36 PDT 2021","Fri Apr 23 23:02:51 PDT 2021","Mon Apr 26 23:02:51 PDT 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","McCloskey, Pawlak, Hannum Feted At Daily Pennsylvanian Banquet","Positive"
"3S4TINXCC0OBBLTB6GNPDEABMFXOB9","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3IUZPWIU1O8MVH41THWUIV2AMPZWKN","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:08:57 PDT 2021","Fri Apr 23 23:09:02 PDT 2021","Mon Apr 26 23:09:02 PDT 2021","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","McCloskey, Pawlak, Hannum Feted At Daily Pennsylvanian Banquet","Positive"
"3S4TINXCC0OBBLTB6GNPDEABMFXOB9","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3YOH7BII0989GS4W37RYWTJWFGXVKC","AVASQBFN6J692","Submitted","Fri Apr 23 23:04:16 PDT 2021","Fri Apr 23 23:04:24 PDT 2021","Mon Apr 26 23:04:24 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","McCloskey, Pawlak, Hannum Feted At Daily Pennsylvanian Banquet","Neutral"
"3JGHED38EDS03NUNZMK7A3MHHZ67YI","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","37U1UTWH9VNXSKLELYPL5RL2ZAR8RE","AVASQBFN6J692","Submitted","Fri Apr 23 23:07:41 PDT 2021","Fri Apr 23 23:07:49 PDT 2021","Mon Apr 26 23:07:49 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Dead Cockroach Makes Debut Before PSG Assembly Committee Members","Negative"
"3JGHED38EDS03NUNZMK7A3MHHZ67YI","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3FTOP5WARFPYC7XYIP3XALTT6VL0JR","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:06:53 PDT 2021","Fri Apr 23 23:07:00 PDT 2021","Mon Apr 26 23:07:00 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Dead Cockroach Makes Debut Before PSG Assembly Committee Members","Negative"
"3JGHED38EDS03NUNZMK7A3MHHZ67YI","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3Z7VU45IPYIOJBNKWUAJCK0TUL3Z1D","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:06:51 PDT 2021","Fri Apr 23 23:07:31 PDT 2021","Mon Apr 26 23:07:31 PDT 2021","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","Dead Cockroach Makes Debut Before PSG Assembly Committee Members","Negative"
"3XBYQ44Z6P5JCGWUXO5KU2TJVOWTWG","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","39GXDJN2OTFPLR2VUIUV6OA5KG3V8T","AVASQBFN6J692","Submitted","Fri Apr 23 23:02:17 PDT 2021","Fri Apr 23 23:02:24 PDT 2021","Mon Apr 26 23:02:24 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Campus Religious Organizations Offer Spiritual Succor Chaplain Johnson Aids Students in Distress","Positive"
"3XBYQ44Z6P5JCGWUXO5KU2TJVOWTWG","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3WS1NTTKEYDI75B2ZZCCVN11DO40FO","A14OPFM8OFA4WF","Submitted","Fri Apr 23 23:06:00 PDT 2021","Fri Apr 23 23:06:06 PDT 2021","Mon Apr 26 23:06:06 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Campus Religious Organizations Offer Spiritual Succor Chaplain Johnson Aids Students in Distress","Positive"
"3XBYQ44Z6P5JCGWUXO5KU2TJVOWTWG","3D7SO00DFLP8113XEKAE363T1IOVC0","Connotation of a Header","Select the connotation of the header","text, classification, intent","$0.02","Fri Apr 23 22:59:40 PDT 2021","3","BatchId:4419456;OriginalHitTemplateId:929448123;","86400","259200","Sun Apr 25 22:59:40 PDT 2021","","","3Z3ZLGNNSIVBFM08W25P9K3MN2WQ32","A2VO8C41JJIQY9","Submitted","Fri Apr 23 23:01:07 PDT 2021","Fri Apr 23 23:05:35 PDT 2021","Mon Apr 26 23:05:35 PDT 2021","","","","268","0% (0/0)","0% (0/0)","0% (0/0)","Campus Religious Organizations Offer Spiritual Succor Chaplain Johnson Aids Students in Distress","Positive"